,Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
4883,Classique Intense Collector Glam Edition Jean Paul Gaultier for women,Oriental Floral,Vanilla,Pomegranate,Jasmine,Fall/Winter,Night,moderate,heavy,4.17,9
4884,Classique L'Eau d'Ete Jean Paul Gaultier for women,Floral,Rose,Vanilla,Jasmine,All Season,Night,moderate,heavy,3.0,34
4885,Classique L'Eau d'Ete Sans Alcohol Jean Paul Gaultier for women,Oriental Floral,Clementine,Orange Blossom,Rose,Summer,Day,long lasting,soft,4.13,25
4886,Classique La Robe Chinoise Jean Paul Gaultier for women,Oriental Floral,Orange Blossom,Vanilla,Ylang-Ylang,All Season,Night,long lasting,heavy,4.08,13
4887,Classique Les d'ete 2005 Jean Paul Gaultier for women,Oriental Floral,White Iris,Orange Blossom,Ylang-Ylang,Summer,Day,moderate,moderate,3.93,50
4888,Classique Limited Edition 2003 Jean Paul Gaultier for women,Floral,Rose,Ginger,Vanilla,Fall/Winter,Night,long lasting,heavy,4.17,10
4889,Classique Love Actually Jean Paul Gaultier for women,Oriental Floral,Orange Blossom,iris,Ylang-Ylang,All Season,All Time,moderate,heavy,4.0,20
4890,Classique l’Eau d’Eté 2007 Jean Paul Gaultier for women,Floral Fruity,Orange Blossom,Musk,White Iris,Summer,Day,long lasting,moderate,3.44,27
4891,Classique Pirate Edition Jean Paul Gaultier for women,Oriental Floral,Tuberose,Vanilla,Mandarin Orange,All Season,All Time,long lasting,heavy,3.9,22
4892,Classique Prestige Jean Paul Gaultier for women,Oriental Floral,Rose,Vanilla,Star Anise,Fall/Winter,Night,very long lasting,moderate,4.29,21
4893,Classique Robe Velours Jean Paul Gaultier for women,Oriental Floral,Vanilla,Orange Blossom,Star Anise,All Season,All Time,long lasting,heavy,3.0,11
4894,Classique Rock Star Jean Paul Gaultier for women,Oriental Floral,Vanilla,Star Anise,Ginger,All Season,Night,moderate,heavy,4.39,36
4895,Classique Silver My Skin Jean Paul Gaultier for women,Oriental Floral,Orchid,Vanille,iris,Fall/Winter,All Time,long lasting,heavy,4.45,36
4896,Classique Summer 2010 Jean Paul Gaultier for women,Floral,Amalfi Lemon,Clementine,Ylang-Ylang,Spring/Summer,Day,moderate,moderate,3.92,52
4897,Classique Summer 2011 Jean Paul Gaultier for women,Floral,African Orange flower,Rose,Jasmine,Summer,Day,moderate,moderate,3.6,72
4898,Classique Summer 2012 Jean Paul Gaultier for women,Floral,Orange Blossom,Clementine,Ylang-Ylang,Summer,Day,moderate,moderate,3.85,89
4899,Classique Summer 2013 Jean Paul Gaultier for women,Floral,Orange Blossom,Clementine,Vanilla,Spring/Summer,Day,moderate,moderate,3.56,79
4900,Classique Summer 2015 Jean Paul Gaultier for women,Oriental Floral,Orange Blossom,Ylang-Ylang,Lily-of-the-Valley,Spring/Summer,Day,moderate,moderate,3.83,49
4901,Classique Summer Edition 2014 Jean Paul Gaultier for women,Oriental Floral,Rose,Mandarin Orange,Vanilla Absolute,Spring/Summer,Day,moderate,moderate,3.73,62
4902,Classique Summer Fragrance 2008 Jean Paul Gaultier for women,Oriental Floral,Clementine,Rose,Orange Blossom,Spring/Summer,Day,long lasting,heavy,3.6,43
4903,Classique Summer Fragrance 2009 Jean Paul Gaultier for women,Floral Fruity,African Orange flower,Vanilla,Ylang-Ylang,Spring/Summer,Day,moderate,moderate,3.52,75
4904,Classique Wonder Woman Eau Fraiche  Jean Paul Gaultier for women,Oriental Floral,Orange Blossom,Sorbet,Tiare Flower,Spring/Summer,All Time,long lasting,heavy,4.06,73
4905,Classique X Jean Paul Gaultier for women,Floral,Bergamot,African Orange flower,Mandarin Orange,Spring/Summer,Day,moderate,moderate,3.72,487
4906,Classique X Eau de Parfum Jean Paul Gaultier for women,Oriental Floral,Raspberry,Orange Blossom,Bergamot,All Season,All Time,moderate,heavy,3.87,73
4907,Classique X Extrait Jean Paul Gaultier for women,Oriental Floral,African Orange flower,Rose,Tuberose,All Season,All Time,long lasting,moderate,3.69,39
4908,Classique X Jewel Edition 2011 Jean Paul Gaultier for women,Floral,Bergamot,Mandarin Orange,African Orange flower,Fall/Winter,All Time,moderate,moderate,3.5,15
4909,Classique X L'Eau Jean Paul Gaultier for women,Floral,Orange Blossom,Neroli,Orris Root,Spring/Summer,Day,moderate,moderate,3.76,49
4910,Classique X Love Actually Jean Paul Gaultier for women,Floral,Orange Blossom,Bergamot,Vanilla,Spring/Summer,Night,long lasting,heavy,4.43,28
4911,Fragile Jean Paul Gaultier for women,Floral,Tuberose,Tunisian Orange Blossom,Jasmine,Fall/Winter,Night,long lasting,heavy,3.87,799
4912,Fragile Eau de Toilette Jean Paul Gaultier for women,Floral,Tuberose,Orange Blossom,Mandarin Orange,All Season,All Time,moderate,moderate,4.03,290
4913,Gaultier 2 Jean Paul Gaultier for women and men,Oriental Vanilla,Amber,Vanilla,Musk,Fall/Winter,Night,long lasting,heavy,3.93,1570
4914,Gaultier 2 Eau d'Amour Jean Paul Gaultier for women and men,Oriental Vanilla,Amber,Mandarin Orange,Vanilla,Fall/Winter,All Time,long lasting,heavy,3.77,143
4915,Kokorico Jean Paul Gaultier for men,Woody Aromatic,Cacao,Patchouli,Fig Leaf,Fall/Winter,Night,long lasting,heavy,3.41,1297
4916,Kokorico by Night Jean Paul Gaultier for men,Oriental Vanilla,Cacao Pod,Fig Leaf,Tonka Bean,Fall/Winter,Night,long lasting,heavy,3.45,219
4917,Cologne Le Male Summer 2008 Jean Paul Gaultier for men,Oriental Fougere,Mint,Ginseng,Ginger,All Season,Day,moderate,moderate,3.3,45
4918,Fleur du Mâle Jean Paul Gaultier for men,Aromatic Fougere,Neroli,Chamomile,Petitgrain,All Season,All Time,long lasting,heavy,3.9,1479
4919,La Cologne Fleur du Male Jean Paul Gaultier for men,Aromatic Fougere,African Orange flower,Caraway,Bergamot,Spring/Summer,Day,long lasting,heavy,3.72,375
4920,Le Beau Male Jean Paul Gaultier for men,Aromatic Fougere,Mint,Lavender,Wormwood,Spring/Summer,Day,moderate,moderate,3.16,442
4921,Le Beau Male Capitaine Collector Jean Paul Gaultier for men,Aromatic,Lavender,Orange Blossom,Musk,All Season,Day,moderate,heavy,3.92,16
4922,Le Beau Male Summer 2014 Jean Paul Gaultier for men,Woody Aromatic,Sandalwood,Vanilla,Violet,Summer,Day,moderate,moderate,3.68,21
4923,Le Male Jean Paul Gaultier for men,Oriental Fougere,Vanilla,Lavender,Mint,Fall/Winter,Night,long lasting,heavy,3.69,7142
4924,Le Male Capitaine Collector Jean Paul Gaultier for men,Oriental Fougere,Vanilla,Mint,Lavender,All Season,All Time,moderate,heavy,4.0,26
4925,Le Male Collector Edition 2017 Jean Paul Gaultier for men,Oriental Fougere,Lavender,Vanilla,Amber,Winter,All Time,moderate,heavy,4.33,8
4926,Le Male Collector Edition 2018 Jean Paul Gaultier for men,Oriental Fougere,Vanilla,Lavender,Amber,Winter,All Time,weak,moderate,4.0,3
4927,Le Male Couple Jean Paul Gaultier for men,Oriental Fougere,Lavender,Vanilla,Cedar,All Season,All Time,long lasting,heavy,3.85,50
4928,Le Mâle Eau Fraîche André Edition Jean Paul Gaultier for men,Aromatic Fougere,Aldehydes,Mint,Vanilla,Spring/Summer,Day,moderate,heavy,3.79,50
4929,Le Mâle Eau Fraîche Gaultier Airlines Jean Paul Gaultier for men,Aromatic Fougere,Vanilla,Neroli,Aldehydes,Spring/Summer,Day,moderate,moderate,4.14,12
4930,Le Male Edition Collector Jean Paul Gaultier for men,Oriental Fougere,Tonka Bean,Cardamom,Lavender,Fall/Winter,Night,moderate,heavy,3.8,9
4931,Le Male Essence de Parfum Jean Paul Gaultier for men,Oriental Fougere,Leather,Lavender,Cardamom,Fall/Winter,All Time,moderate,moderate,3.99,431
4932,Le Male Gladiator Jean Paul Gaultier for men,Oriental Fougere,Vanilla,Mint,Lavender,Fall/Winter,All Time,long lasting,heavy,4.13,34
4933,Le Male In The Navy Jean Paul Gaultier for men,Oriental Fougere,Vanilla,Sea Notes,Mint,Spring/Summer,All Time,moderate,moderate,3.38,46
4934,Le Male Kilt Jean Paul Gaultier for men,,Lavender,Vanilla,Cardamom,Fall/Winter,Night,long lasting,heavy,4.5,14
4935,Le Male Les d'Ete 2005 Jean Paul Gaultier for men,Aromatic Fougere,Tonka Bean,Vanilla,Mint,Spring/Summer,Day,moderate,moderate,4.07,20
4936,Le Male Limited Edition 2009 Jean Paul Gaultier for men,Oriental Fougere,Mint,Vanille,Lavender,All Season,All Time,long lasting,heavy,3.38,11
4937,Le Male Love Actually Jean Paul Gaultier for men,Oriental Fougere,Cinnamon,Amber,Orange Blossom,Fall/Winter,Night,moderate,heavy,4.32,24
4938,Le Male Pin-Up Collectors Edition Jean Paul Gaultier for men,Oriental Fougere,Vanilla,Lavender,Tonka Bean,All Season,Night,long lasting,moderate,4.22,10
4939,Le Male Pirate Edition  Jean Paul Gaultier for men,Oriental Fougere,Cinnamon,Mint,Lavender,All Season,All Time,long lasting,heavy,2.72,21
4940,Le Male Popeye Eau Fraiche  Jean Paul Gaultier for men,Aromatic Fougere,Vanilla,Mint,Aldehydes,Spring/Summer,Day,moderate,moderate,4.21,433
4941,Le Male Scuba Diver Jean Paul Gaultier for men,Oriental Fougere,Vanilla,Spices,Lavender,All Season,Day,moderate,heavy,4.29,37
4942,Le Male Shaker Limited Edition Jean Paul Gaultier for men,Oriental Fougere,Orange Blossom,Lavender,Amber,Spring/Summer,All Time,weak,soft,4.22,15
4943,Le Male Silver My Skin Jean Paul Gaultier for men,Oriental Fougere,Vanille,Lavender,Mint,Fall/Winter,All Time,long lasting,heavy,4.34,40
4944,Le Male Stimulating Body Spray 2006 Jean Paul Gaultier for men,Aromatic Fougere,Vanilla,Lavender,Bergamot,Spring/Summer,All Time,long lasting,heavy,3.83,17
4945,Le Male Summer 2010 Jean Paul Gaultier for men,Aromatic,Mint,Ginger,Ginseng,Spring/Summer,Day,moderate,moderate,3.47,41
4946,Le Male Summer 2011 Jean Paul Gaultier for men,Aromatic,Vanille,African Orange flower,Lavender,Summer,Day,weak,moderate,4.14,71
4947,Le Male Summer 2012 Jean Paul Gaultier for men,Aromatic,Vanilla,Lavender,Mint,Spring/Summer,Day,moderate,moderate,4.17,84
4948,Le Male Summer 2013 Jean Paul Gaultier for men,Aromatic,Vanilla,Lavender,Mint,Spring/Summer,Day,moderate,moderate,4.36,53
4949,Le Male Summer 2014 Jean Paul Gaultier for men,Aromatic Fougere,Lavender,Vanila,Grass,Spring/Summer,Day,long lasting,moderate,4.07,35
4950,Le Male Summer 2015 Jean Paul Gaultier for men,Aromatic Fougere,Lavender,Vanilla,Cardamom,Spring/Summer,Day,moderate,moderate,3.5,42
4951,Le Male Summer Fragrance 2009 Jean Paul Gaultier for men,Aromatic Aquatic,Musk,African Orange flower,Mint,Spring/Summer,Day,long lasting,heavy,3.67,53
4952,Le Male Superman Eau Fraiche  Jean Paul Gaultier for men,Aromatic Fougere,Mint,Vanilla,Aldehydes,Spring/Summer,Day,moderate,moderate,4.03,341
4953,Le Male Terrible Jean Paul Gaultier for men,Oriental Fougere,Vanille,Lavender,Grapefruit,All Season,All Time,long lasting,moderate,3.93,592
4954,Le Male Terrible Shaker Jean Paul Gaultier for men,Oriental Fougere,Grapefruit,Lavender,Pink Pepper,All Season,Day,moderate,heavy,4.14,11
4955,Le Male Tonique Cologne Jean Paul Gaultier for men,Aromatic Fougere,Vanilla,Lavender,Ginger,Spring/Summer,Day,weak,heavy,4.14,10
4956,Ultra Male Jean Paul Gaultier for men,Oriental Fougere,Pear,Black Vanilla Husk,Cinnamon,Fall/Winter,Night,long lasting,heavy,4.24,1691
4957,Ma Dame Jean Paul Gaultier for women,Floral,Grenadine,Orange,Rose,Spring/Summer,Day,long lasting,heavy,3.51,1348
4958,Ma Dame Eau de Parfum Jean Paul Gaultier for women,Chypre Floral,Pink Pepper,Patchouli,Rose,Fall/Winter,All Time,long lasting,heavy,3.73,389
4959,Ma Dame Eau Fraiche Jean Paul Gaultier for women,Floral Fruity,Grenadine,Raspberry,Grapefruit,Spring/Summer,Day,moderate,moderate,3.56,95
4960,Ma Dame Eau Fraiche Summer 2010 Jean Paul Gaultier for women,,Grenadine,Orange,Grapefruit,Spring/Summer,Day,moderate,moderate,3.27,34
4961,Ma Dame It Jean Paul Gaultier for women,Floral,Grenadine,Orange,Rose,Spring,Day,moderate,heavy,3.41,23
4962,Ma Dame Rose'n'Roll Jean Paul Gaultier for women,,Pomegranate,Rose,Orange,All Season,Day,long lasting,moderate,4.05,104
4963,Scandal Jean Paul Gaultier for women,Chypre Floral,Honey,Patchouli,Beeswax,Fall/Winter,All Time,long lasting,heavy,3.32,647
4964,Scandal By Night Jean Paul Gaultier for women,Oriental Floral,Honey,Tonka Bean,Patchouli,Fall/Winter,Night,long lasting,heavy,3.64,92
4965,Blue Glow by JLO Jennifer Lopez for women,Floral Fruity,Water Notes,Water Lily,Orange,Summer,Day,moderate,moderate,3.23,286
4966,Deseo Jennifer Lopez for women,Floral Woody Musk,Bamboo Leaf,Yuzu,Patchouli,Spring/Summer,Day,moderate,moderate,3.45,1146
4967,Deseo for Men Jennifer Lopez for men,Woody Aromatic,Red Berries,Yuzu,Tobacco Leaf,All Season,All Time,moderate,moderate,3.99,182
4968,Eau de Glow Jennifer Lopez for women,Floral,Jasmine,Rose,iris,Spring/Summer,Day,moderate,moderate,3.46,232
4969,Enduring Glow Jennifer Lopez for women,Floral Fruity,Magnolia Petals,Pear,Litchi,Spring/Summer,Day,moderate,moderate,3.71,15
4970,Forever Glowing Jennifer Lopez for women,Chypre Floral,Saffron,Suede,Toffee,Fall/Winter,Night,moderate,moderate,3.74,169
4971,Glow Jennifer Lopez for women,Floral,Musk,Jasmine,Rose,Spring/Summer,Day,long lasting,moderate,3.31,2875
4972,Glow after Dark Jennifer Lopez for women,Floral Fruity,Passionfruit,White Cherry,Patchouli,All Season,Night,long lasting,heavy,3.44,788
4973,Glow After Dark Shimmer Limited Edition Jennifer Lopez for women,Floral Fruity,Patchouli,White Cherry,Jasmine,All Season,Night,long lasting,heavy,4.44,10
4974,Glow Shimmer Limited Edition Jennifer Lopez for women,Floral,Musk,Jasmine,Vanilla,Spring/Summer,Day,long lasting,moderate,4.11,13
4975,Glowing Jennifer Lopez for women,Floral Woody Musk,Violet,Cypress,Amber,All Season,Day,long lasting,moderate,3.65,353
4976,Glowing Goddess Jennifer Lopez for women,Floral Woody Musk,Pear,Sandalwood,Vanilla,Spring/Summer,Day,moderate,heavy,4.02,53
4977,JLust Jennifer Lopez for women,Floral Fruity,Strawberry,White Peach,Musk,All Season,Day,moderate,moderate,3.6,71
4978,JLuxe Jennifer Lopez for women,Floral Fruity,Amber,Pineapple,Raspberry,All Season,All Time,moderate,heavy,3.8,61
4979,L.A. Glow Jennifer Lopez for women,Floral Fruity,Blackberry,Plum,Cherry,All Season,Night,moderate,moderate,3.9,366
4980,Live Jennifer Lopez for women,Floral Fruity,Pineapple,Caramel,Sicilian Lemon,Spring/Summer,Day,moderate,moderate,3.69,1356
4981,Live Luxe Jennifer Lopez for women,Floral Fruity,Melon,Peach,Pear,Spring/Summer,Day,moderate,moderate,3.65,1283
4982,Live Platinum Jennifer Lopez for women,Floral Fruity,Marzipan,Grapefruit,Rose,Fall/Winter,Day,moderate,moderate,3.94,232
4983,Love & Glamour Jennifer Lopez for women,,Guava,Mandarin Orange,Nectarine,Spring/Summer,Day,moderate,moderate,3.5,454
4984,Love and Light Jennifer Lopez for women,Floral Woody Musk,Patchouli,Praline,Musk,All Season,Day,long lasting,heavy,3.29,226
4985,Love at First Glow Jennifer Lopez for women,Floral Fruity,Rose,Freesia,Peach,Spring/Summer,Day,moderate,moderate,3.48,394
4986,Miami Glow Jennifer Lopez for women,Floral Fruity,Passionfruit,Coconut Milk,Pink Grapefruit,Summer,Day,moderate,moderate,3.9,1504
4987,My Glow Jennifer Lopez for women,Oriental Floral,Lavender,Water Lily,Freesia,Spring/Summer,Day,moderate,moderate,3.44,341
4988,Rio Glow Jennifer Lopez for women,Floral Fruity,Apple,Peach,Pear,Spring/Summer,Day,moderate,moderate,3.77,135
4989,Still Jennifer Lopez for women,Floral,Earl Grey Tea,Jasmine,White Pepper,Spring/Summer,Day,moderate,moderate,3.85,1665
4990,Sunkissed Glow Jennifer Lopez for women,Floral Fruity,Passion Flower,Orange Blossom,Cashmere Wood,Summer,Day,moderate,moderate,3.71,479
4991,Wild Glow Jennifer Lopez for women,Floral Fruity,Tropical Fruits,Black Currant,Mandarin Orange,Spring/Summer,Day,moderate,moderate,4.0,117
4992,Dessert Treats Hula Girl Jessica Simpson for women,Aromatic Fruity,Banana,Coconut,Mango,Summer,Day,weak,heavy,3.67,26
4993,Taste Jessica Simpson for women,Oriental Vanilla,White Chocolate,Vanille,white honey,All Season,Day,weak,moderate,2.85,118
4994,Fancy Jessica Simpson for women,Oriental Vanilla,Caramel,Vanilla,Almond,Fall/Winter,Day,long lasting,heavy,3.9,3479
4995,Fancy Girl Jessica Simpson for women,Floral Fruity,Vanilla,Nectarine,Freesia,Spring/Summer,Day,moderate,heavy,3.91,183
4996,Fancy Love Jessica Simpson for women,Oriental Floral,Champagne,Peach Blossom,Amber,All Season,Day,moderate,moderate,3.81,1954
4997,Fancy Nights Jessica Simpson for women,Chypre Floral,Patchouli,Papyrus,Amber,Fall/Winter,Night,long lasting,heavy,3.33,1925
4998,Jessica Simpson (Signature) Jessica Simpson for women,Floral Fruity Gourmand,White Chocolate,Vanilla,Tonka Bean,All Season,Day,moderate,heavy,3.81,211
4999,Ten Jessica Simpson for women,Floral Fruity,White Chocolate,Clementine,Vanilla,Spring/Summer,Day,moderate,moderate,3.58,48
5000,Vintage Bloom Jessica Simpson for women,Floral,Peony,raspberry bloom,Lime,Spring/Summer,Day,moderate,moderate,3.76,425
5001,Background Jil Sander for men,Oriental Fougere,Anise,Vanilla,Raspberry,Fall/Winter,Night,long lasting,moderate,4.55,65
5002,Feeling Man Jil Sander for men,Oriental Spicy,Tobacco,Raspberry,Fruity Notes,All Season,All Time,long lasting,heavy,4.48,81
5003,Jil Jil Sander for women,Oriental Woody,Cacao,Dark Chocolate,Raspberry,All Season,All Time,moderate,moderate,4.03,106
5004,Jil Sander Bath and Beauty Jil Sander for women,Chypre Floral,Aldehydes,Cedar,Ylang-Ylang,All Season,Day,moderate,heavy,4.08,72
5005,Jil Sander Man Jil Sander for men,Woody Aromatic,Violet,Vetiver,Russian Leather,All Season,All Time,long lasting,heavy,4.19,139
5006,Jil Sander Man Absolute Jil Sander for men,Woody Aromatic,Leather,Violet,Agarwood (Oud),Fall/Winter,Night,long lasting,heavy,4.48,78
5007,Jil Sander Man I (Man Pure) Jil Sander for men,Woody Chypre,Patchouli,Castoreum,Clary Sage,Fall/Winter,Night,moderate,heavy,4.59,55
5008,Jil Sander Man II Jil Sander for men,Woody Chypre,Castoreum,iris,oak moss,Winter,Night,very long lasting,heavy,4.29,9
5009,Jil Sander Man III Jil Sander for men,Woody Chypre,Pine,Rose,oak moss,Fall/Winter,All Time,moderate,moderate,4.5,10
5010,Jil Sander No. 4 Jil Sander for women,Oriental Spicy,Tuberose,Plum,Carnation,Fall/Winter,All Time,long lasting,heavy,4.0,771
5011,Jil Sander Pure Jil Sander for women,Floral Woody Musk,White Musk,Cyclamen,Sea Notes,Spring/Summer,Day,moderate,moderate,3.79,218
5012,Jil Sander Pure for Men Jil Sander for men,Woody Aromatic,Water Notes,Juniper Berries,White Musk,Spring/Summer,Day,long lasting,moderate,4.17,61
5013,Jil Sander Scent 79 Man Jil Sander for men,Woody Aromatic,Clary Sage,Jasmine,Orris Root,All Season,Night,long lasting,moderate,3.97,39
5014,Jil Sander Scent 79 Woman Jil Sander for women,Chypre Floral,Suede,Aldehydes,iris,All Season,All Time,long lasting,heavy,4.3,37
5015,Jil Sander Sport Water for Women Jil Sander for women,Floral Aquatic,Yuzu,Jasmine,Tea,Spring/Summer,Day,moderate,moderate,4.6,54
5016,Jil Sander Woman I (Woman Pure) Jil Sander for women,Chypre Floral,oak moss,Vetiver,Galbanum,All Season,Day,moderate,heavy,4.22,26
5017,Jil Sander Woman II Jil Sander for women,Chypre Floral,Aldehydes,Civetta,Bergamot,Fall/Winter,Night,long lasting,heavy,4.3,33
5018,Jil Sander Woman III Jil Sander for women,Chypre Floral,Oakmoss,Aldehydes,Patchouli,Fall/Winter,All Time,long lasting,heavy,4.15,102
5019,Pure Intense Jil Sander for women,Floral Woody Musk,Geranium,Musk,Jasmine,Spring/Summer,Day,moderate,heavy,4.33,28
5020,Sander for Men Jil Sander for men,Woody Spicy,Ivy,Mint,Pepper,Spring/Summer,Day,moderate,moderate,4.17,554
5021,Sander for Men Summer Cologne Jil Sander for men,Woody Aromatic,Grapefruit,Myrhh,Pepper,Spring/Summer,Day,moderate,heavy,4.13,10
5022,Sensations Jil Sander for women,Oriental Vanilla,Tonka Bean,Mandarin Orange,Orange Blossom,Fall/Winter,Day,moderate,moderate,4.03,356
5023,Evergreen Jil Sander for women,Chypre Floral,Grapefruit blossom,Lily-of-the-Valley,Pear,Spring/Summer,Day,moderate,moderate,3.88,76
5024,Everose Jil Sander for women,Chypre Floral,Rose,Patchouli,Grapefruit,Spring/Summer,Day,moderate,moderate,3.42,63
5025,Jil Sander Eve Jil Sander for women,Chypre Floral,Patchouli,Cashmere Wood,Wild Rose,All Season,Day,moderate,moderate,3.91,191
5026,Jil Eau de Parfum Jil Sander for women,Oriental Floral,Vanilla,Lavender,Heliotrope,Fall/Winter,Day,long lasting,heavy,4.06,416
5027,Sensual Jil Jil Sander for women,Floral Fruity,Blackberry,Patchouli,Vanille,Fall/Winter,All Time,moderate,heavy,3.69,163
5028,Simply Jil Sander Jil Sander for women,Chypre Floral,Violet,Leather,Nutmeg,All Season,Day,long lasting,heavy,3.82,125
5029,Simply Jil Sander Eau de Toilette Jil Sander for women,Chypre Floral,Violet,Tuberose,Leather,All Season,All Time,moderate,heavy,4.07,36
5030,Simply Jil Sander Elixir Jil Sander for women,Chypre Floral,Violet,Leather,iris,Fall,All Time,moderate,moderate,3.29,20
5031,Simply Jil Sander Poudrée Jil Sander for women,Oriental Floral,Tonka Bean,Vanilla,Heliotrope,Fall/Winter,All Time,long lasting,heavy,4.0,12
